rowid,koi_fpflag_nt,koi_score,koi_period,koi_dikco_msky,koi_fpflag_co,koi_fpflag_ss,koi_num_transits,koi_count,koi_steff_err1,koi_fpflag_ec,koi_srho_err2,kepid,koi_fwm_sdeco,koi_depth,koi_dikco_mra_err,koi_fwm_stat_sig,koi_prad_err1,koi_dicco_msky,koi_smet_err2,koi_ror,koi_dikco_msky_err,koi_prad,koi_dor,classification,koi_pdisposition
134,0,1.0,31.33046135,0.082,0,0,46.0,5,105.0,0,-0.12164,5792202,-0.06,5073.8,0.079,0.0,0.64,0.45,-0.15,0.072904,0.078,6.5,33.19,1,CANDIDATE
135,0,0.006,3.9043425,0.075,0,1,275.0,1,157.0,0,-0.01978,5370302,-0.0282,16228.0,0.069,0.0,3.56,0.132,-0.3,0.125229,0.069,12.28,6.856,0,FALSE POSITIVE
136,0,0.0,9.286358079,0.105,0,1,117.0,1,169.0,0,-0.03305,5372966,0.0505,44791.0,0.069,0.0,4.05,0.061,-0.3,0.19639,0.069,17.61,23.029,0,FALSE POSITIVE
137,0,0.0,3.951405455,0.166,0,1,272.0,1,182.0,0,-0.02038,5376067,0.18,2453.9,0.088,0.706,8.94,0.176,-0.3,0.331342,0.094,31.44,5.42,0,FALSE POSITIVE
138,0,0.999,23.65369415,0.07,0,0,57.0,5,114.0,0,-0.02856,5436502,0.106,3341.8,0.078,0.032,1.38,0.02,-0.15,0.05219,0.09,7.89,23.142,1,CANDIDATE
139,0,0.996,13.23352214,0.33,0,0,97.0,5,114.0,0,-0.10358,5436502,-0.03,504.6,0.25,0.055,0.54,0.29,-0.15,0.020278,0.26,3.06,15.32,1,CANDIDATE
140,0,0.997,6.15560285,0.28,0,0,203.0,5,114.0,0,-0.1229,5436502,0.76,285.0,0.22,0.0,0.4,0.23,-0.15,0.015336,0.23,2.32,9.34,1,CANDIDATE
141,0,1.0,2.090811305,0.85,0,0,527.0,5,114.0,0,-0.11107,5436502,-0.61,115.9,0.4,0.007,0.28,0.82,-0.15,0.010686,0.3,1.62,3.32,1,CANDIDATE
142,0,0.995,3.180027898,0.22,0,0,323.0,4,64.0,0,-0.14595,10875245,0.04,120.3,0.25,0.307,0.07,0.36,-0.1,0.009989,0.25,1.53,6.751,1,CANDIDATE
143,0,0.989,50.4467417,0.87,0,0,22.0,5,114.0,0,-0.25754,5436502,0.39,370.3,0.25,0.394,0.47,0.88,-0.15,0.01767,0.33,2.67,50.9,1,CANDIDATE
144,0,1.0,11.76307164,0.27,0,0,88.0,2,99.0,0,-1.37436,5456651,0.01,1037.3,0.13,0.008,0.17,0.13,-0.15,0.028519,0.12,2.35,31.76,1,CANDIDATE
145,0,0.878,56.2279271,0.95,0,0,18.0,2,99.0,0,-3.48016,5456651,0.84,862.7,0.25,0.123,0.17,0.53,-0.15,0.028683,0.23,2.37,90.7,1,CANDIDATE
146,0,0.0,2.384052875,6.483,1,1,549.0,1,130.0,1,-0.00507,5481416,-8.07,1268.1,0.074,0.0,1.32,6.355,-0.3,0.222925,0.081,17.06,2.27,0,FALSE POSITIVE
147,0,1.0,7.953547,0.18,0,0,166.0,2,76.0,0,-0.70458,5531576,0.18,875.4,0.11,0.334,0.07,0.08,-0.15,0.026448,0.17,2.25,22.68,1,CANDIDATE
148,0,1.0,4.14451656,0.22,0,0,316.0,2,76.0,0,-1.29249,5531576,0.09,391.8,0.2,0.997,0.05,0.17,-0.15,0.017441,0.18,1.48,13.767,1,CANDIDATE
149,0,0.0,4.859386384,0.17,0,1,273.0,1,168.0,0,-0.03196,5534814,-0.166,6044.3,0.084,0.0,12.8,0.163,-0.3,0.355227,0.082,38.33,8.29,0,FALSE POSITIVE
150,0,0.999,10.52629458,0.178,0,0,129.0,1,159.0,0,-0.41055,6291653,-0.122,9768.0,0.069,0.0,1.48,0.033,-0.3,0.095143,0.068,8.24,28.26,1,CANDIDATE
151,0,1.0,4.583520948,0.08,0,0,297.0,1,157.0,0,-0.51606,6392727,0.081,3812.1,0.074,0.012,1.6,0.039,-0.3,0.056287,0.075,5.39,13.672,1,CANDIDATE
152,0,0.876,3.76181843,0.06,0,0,273.0,1,154.0,0,-0.01023,6422070,-0.16,510.6,0.21,0.02,0.73,0.74,-0.3,0.025656,0.17,2.66,3.73,1,CANDIDATE
153,0,1.0,8.20396958,0.22,0,0,162.0,2,149.0,0,-0.05356,6428700,0.37,1024.4,0.093,0.009,0.24,0.15,-0.3,0.033372,0.11,3.01,13.23,1,CANDIDATE
154,0,1.0,14.49645186,0.31,0,0,89.0,2,149.0,0,-0.00589,6428700,-0.76,647.5,0.23,0.036,0.24,0.24,-0.3,0.033377,0.52,3.01,9.85,1,CANDIDATE
155,0,1.0,6.54626149,0.09,0,0,200.0,5,105.0,0,-1.21438,5792202,0.17,655.9,0.32,0.09,0.22,0.56,-0.15,0.024555,0.31,2.19,14.52,1,CANDIDATE
156,0,1.0,12.71809866,0.03,0,0,107.0,2,128.0,0,-0.15507,5794379,0.29,1149.4,0.12,0.832,0.17,0.16,-0.3,0.030871,0.12,2.31,29.5,1,CANDIDATE
157,0,0.999,36.06588163,0.13,0,0,38.0,2,128.0,0,-0.73166,5794379,0.1,1563.8,0.11,0.622,0.19,0.09,-0.3,0.035281,0.11,2.64,63.84,1,CANDIDATE
158,0,1.0,4.190425659,0.186,0,0,318.0,1,190.0,0,-0.38192,5881688,0.178,2877.4,0.07,0.0,2.05,0.05,-0.3,0.050076,0.074,6.21,10.6,1,CANDIDATE
159,0,1.0,3.709870784,0.139,0,0,279.0,1,77.0,0,-0.30307,6022556,-0.19,2020.3,0.076,0.416,0.64,0.054,-0.15,0.040686,0.074,4.35,9.6255,1,CANDIDATE
160,0,1.0,16.3297527,0.214,0,0,85.0,1,158.0,0,-0.0896,6032497,-0.07,1187.5,0.1,0.0,1.11,0.118,-0.3,0.034822,0.096,3.75,13.31,1,CANDIDATE
161,0,0.985,27.80756622,0.025,0,0,50.0,1,177.0,0,-0.02349,6061119,0.029,25391.0,0.069,0.0,3.63,0.011,-0.3,0.161479,0.068,13.84,43.26,1,CANDIDATE
162,0,0.942,80.8723469,0.219,0,0,17.0,1,82.0,0,-0.00475,6191521,0.009,3604.6,0.079,0.403,1.24,0.061,-0.1,0.056129,0.079,7.59,50.5,1,CANDIDATE
163,0,0.0,3.166465862,5.752,1,1,320.0,1,151.0,0,-0.0103,6267425,20.777,4357.2,0.076,0.0,2.48,5.464,-0.3,0.348902,0.09,26.82,4.05,0,FALSE POSITIVE
164,0,0.912,24.99324319,0.81,0,0,53.0,1,85.0,0,-0.06335,3531558,-0.18,269.6,0.18,0.001,0.12,0.46,-0.15,0.015956,0.23,2.29,24.1,1,CANDIDATE
165,0,1.0,10.35533116,0.19,0,0,127.0,1,164.0,0,-0.95409,6276477,-0.31,750.6,0.12,0.007,0.59,0.05,-0.3,0.024674,0.15,2.47,25.51,1,CANDIDATE
166,0,1.0,16.08518937,0.06,0,0,82.0,1,174.0,0,-0.04524,6863998,0.16,1442.4,0.1,0.348,0.54,0.064,-0.3,0.040767,0.1,3.68,17.79,1,CANDIDATE
167,0,0.998,235.9986399,0.123,0,0,6.0,1,85.0,0,-0.08275,6867155,0.059,20715.0,0.077,0.0,0.35,0.056,-0.15,0.14756,0.077,10.59,184.83,1,CANDIDATE
168,0,1.0,7.49018305,0.08,0,0,178.0,4,101.0,0,-0.91676,6948054,0.04,1123.6,0.14,0.139,0.17,0.13,-0.15,0.029843,0.15,2.56,21.59,1,CANDIDATE
169,0,1.0,36.2761238,0.35,0,0,39.0,4,101.0,0,-0.91985,6948054,0.24,1572.6,0.22,0.091,0.2,0.26,-0.15,0.035273,0.17,3.03,59.91,1,CANDIDATE
170,0,1.0,17.46087931,0.23,0,0,69.0,4,101.0,0,-6.40602,6948054,-1.03,812.4,0.52,0.001,0.15,0.11,-0.15,0.026969,0.34,2.32,49.3,1,CANDIDATE
171,0,0.996,56.0560754,0.6,0,0,24.0,1,71.0,0,-1.64419,6435936,-0.35,1626.0,0.26,0.048,0.12,0.35,-0.15,0.036134,0.21,1.94,94.7,1,CANDIDATE
172,0,0.974,41.40831669,0.289,0,0,33.0,1,165.0,0,-0.09238,6522242,0.128,22839.0,0.068,0.0,2.07,0.028,-0.3,0.139516,0.068,11.38,67.69,1,CANDIDATE
173,0,0.994,39.74893077,0.067,0,0,34.0,1,181.0,0,-0.00563,6526710,0.005,15179.0,0.068,0.0,4.46,0.138,-0.3,0.134949,0.068,14.21,29.734,1,CANDIDATE
174,0,1.0,5.715425977,0.06,0,0,181.0,2,157.0,0,-0.54376,6587280,0.32,908.1,0.11,0.309,0.37,0.08,-0.3,0.027348,0.11,2.47,16.74,1,CANDIDATE
175,0,0.959,49.18394185,0.47,0,0,29.0,2,89.0,0,-0.07202,9471974,-1.081,1646.2,0.11,0.0,0.5,0.01,-0.15,0.036501,0.1,8.2,34.34,1,CANDIDATE
176,0,0.994,20.0261412,0.45,0,0,54.0,2,157.0,0,-0.66741,6587280,-1.0,421.2,1.1,0.175,0.35,0.41,-0.3,0.025305,0.83,2.28,34.9,1,CANDIDATE
177,0,0.0,13.61014819,0.16,0,0,101.0,1,154.0,0,-0.11004,6599919,0.118,5732.9,0.077,0.015,4.92,0.072,-0.3,0.192842,0.075,19.02,20.24,1,CANDIDATE
178,0,0.0,10.44331991,9.389,1,1,127.0,1,148.0,1,-4.14783,6675056,-85.09,1159.8,0.072,0.0,0.2,9.287,-0.3,0.030416,0.073,2.66,29.22,0,FALSE POSITIVE
179,0,1.0,2.237489571,0.38,0,0,595.0,1,73.0,0,-1.26902,6685526,-0.46,315.8,0.12,0.022,0.13,0.2,-0.15,0.015942,0.19,1.41,9.527,1,CANDIDATE
180,0,0.0,5.851520671,0.173,0,1,178.0,1,167.0,0,-0.05032,6756669,-0.1855,33004.0,0.068,0.002,2.92,0.027,-0.3,0.166109,0.075,14.62,16.497,0,FALSE POSITIVE
181,0,1.0,3.167893418,0.07,0,0,430.0,1,164.0,0,-0.7097,6784235,0.05,781.2,0.092,0.683,0.78,0.07,-0.3,0.025513,0.11,2.62,11.389,1,CANDIDATE
182,0,1.0,4.311780262,0.25,0,0,299.0,3,74.0,0,-0.3888,6849310,0.18,1154.0,0.076,0.0,0.39,0.28,-0.15,0.030716,0.079,3.11,12.25,1,CANDIDATE
183,0,1.0,20.0504494,0.02,0,0,64.0,3,74.0,0,-0.27944,6849310,0.46,840.9,0.12,0.0,0.33,0.25,-0.15,0.026569,0.12,2.69,32.0,1,CANDIDATE
184,0,1.0,9.76734503,0.36,0,0,122.0,3,74.0,0,-0.51817,6849310,0.12,569.1,0.21,0.073,0.33,0.39,-0.15,0.026407,0.25,2.67,22.2,1,CANDIDATE
185,0,1.0,119.0207044,0.078,0,0,11.0,1,81.0,0,-0.2003,6862328,-0.351,7430.5,0.074,0.0,1.23,2.28,-0.15,0.077431,0.07,8.98,120.05,1,CANDIDATE
186,0,0.987,190.3200468,0.47,0,0,7.0,2,89.0,0,-0.02386,9471974,-1.34,1141.7,0.24,0.0,0.48,0.46,-0.15,0.034654,0.25,7.78,61.0,1,CANDIDATE
187,0,0.0,2.861159894,4.135,1,1,454.0,1,193.0,0,-0.09856,6862603,-7.3,1014.3,0.083,0.0,1.38,4.162,-0.3,0.039171,0.079,4.37,4.58,0,FALSE POSITIVE
188,0,1.0,26.44439337,0.07,0,0,53.0,4,108.0,0,-0.85611,7366258,0.22,1843.5,0.11,0.001,0.43,0.09,-0.15,0.038511,0.12,3.91,52.72,1,CANDIDATE
189,0,0.983,51.53997972,0.093,0,0,28.0,4,108.0,0,-0.30467,7366258,0.199,3644.3,0.073,0.0,0.62,0.079,-0.15,0.05435,0.077,5.51,63.88,1,CANDIDATE
190,0,1.0,5.902245782,0.12,0,0,220.0,4,108.0,0,-0.36699,7366258,0.05,702.3,0.29,0.0,0.27,0.02,-0.15,0.023909,0.28,2.43,15.59,1,CANDIDATE
191,0,1.0,2.382951591,0.48,0,0,515.0,4,108.0,0,-1.59965,7366258,0.82,391.6,0.17,0.002,0.21,0.52,-0.15,0.018369,0.18,1.86,8.7,1,CANDIDATE
192,0,1.0,21.02250608,0.41,0,0,67.0,2,102.0,0,-0.90164,7373451,-0.02,1772.5,0.099,0.013,0.21,0.26,-0.15,0.037466,0.12,3.07,40.546,1,CANDIDATE
193,0,1.0,3.219814777,0.29,0,0,391.0,4,101.0,0,-1.03478,6948054,0.32,488.2,0.3,0.947,0.11,0.43,-0.15,0.019702,0.21,1.69,12.14,1,CANDIDATE
194,0,1.0,5.912273234,0.34,0,0,227.0,2,73.0,0,-0.97657,6949607,0.18,961.4,0.089,0.15099363807728558,0.09,0.113,-0.15,0.027826,0.11,1.73,19.7,1,CANDIDATE
195,0,1.0,8.98581901,0.29,0,0,145.0,2,73.0,0,-1.05898,6949607,0.64,881.3,0.094,0.15099363807728558,0.09,0.095,-0.15,0.026527,0.11,1.65,24.64,1,CANDIDATE
196,0,0.0,12.94066866,0.185,0,0,100.0,1,140.0,0,-0.21785,7031517,-0.1019,42450.0,0.068,0.0,4.93,0.009,-0.3,0.259639,0.068,22.94,35.21,1,CANDIDATE
197,0,0.573,20.5452375,0.35,0,1,67.0,1,280.0,0,-0.05303,11869052,0.38,218.5,0.54,0.0,0.56,0.53,-0.25,0.017424,0.58,2.41,22.7,0,FALSE POSITIVE
198,0,1.0,33.60123371,0.099,0,0,39.0,2,113.0,0,-0.25954,7109675,0.069,7425.9,0.072,0.33,0.4,0.015,-0.15,0.083298,0.07,8.46,49.6,1,CANDIDATE
199,0,1.0,6.76652928,0.19,0,0,194.0,2,113.0,0,-0.19641,7109675,0.21,450.7,0.24,0.938,0.09,0.19,-0.15,0.019382,0.24,1.97,16.49,1,CANDIDATE
200,0,1.0,4.347288783,0.36,0,0,307.0,1,78.0,0,-1.48615,7118364,0.17,451.6,0.11,0.117,0.39,0.44,-0.15,0.019273,0.11,2.36,16.107,1,CANDIDATE
201,0,1.0,4.601811819,0.034,0,0,295.0,2,82.0,0,-0.15075,7134976,-0.38,755.9,0.098,0.15099363807728558,0.09,0.066,-0.15,0.02579,0.09,2.35,13.32,1,CANDIDATE
202,0,0.997,11.18719905,0.38,0,0,117.0,2,82.0,0,-0.62414,7134976,-0.34,353.6,0.18,0.15099363807728558,0.06,0.27,-0.15,0.017042,0.19,1.55,24.72,1,CANDIDATE
203,0,1.0,4.220965778,0.055,0,0,321.0,1,481.0,0,-0.18236,7135852,0.155,2260.0,0.078,0.0,0.58,0.083,-0.15,0.046401,0.089,2.62,8.13,1,CANDIDATE
204,0,0.0,6.998099523,0.123,0,1,192.0,1,152.0,0,-5.39737,7270230,-0.023,20285.0,0.068,0.0,128.5,0.051,-0.3,6.502574,0.068,588.66,38.6,0,FALSE POSITIVE
205,0,1.0,5.95489993,0.33,0,0,226.0,3,85.0,0,-0.71582,7287995,-0.4,1410.7,0.078,0.129,0.1,0.066,-0.15,0.033728,0.1,2.33,18.69,1,CANDIDATE
206,0,1.0,12.03987488,0.29,0,0,106.0,3,85.0,0,-0.94205,7287995,-0.23,1250.6,0.097,0.037,0.09,0.01,-0.15,0.031605,0.12,2.18,33.32,1,CANDIDATE
207,0,0.998,20.83762895,0.8,0,0,67.0,3,85.0,0,-4.72919,7287995,-1.05,439.0,0.57,0.016,0.06,0.63,-0.15,0.020532,0.48,1.42,49.4,1,CANDIDATE
208,0,0.0,8.8111022,2.827,1,1,125.0,1,125.0,1,-0.00045,3247396,-2.83,401.1,0.085,0.0,8.98,2.914,-0.15,0.242511,0.074,63.66,3.15,0,FALSE POSITIVE
209,0,1.0,23.58917143,0.48,0,0,56.0,1,146.0,0,-0.07028,7303253,-0.33,1200.7,0.11,0.801,0.3,0.12,-0.3,0.040151,0.14,3.16,16.88,1,CANDIDATE
210,0,1.0,6.481633073,0.2,0,0,214.0,2,71.0,0,-0.03705,5094751,0.208,298.5,0.085,0.001,0.11,0.13,-0.1,0.017836,0.12,2.54,7.71,1,CANDIDATE
211,0,1.0,10.37168928,0.075,0,0,128.0,2,76.0,0,-1.70045,7678434,0.16,1254.9,0.092,0.003,0.18,0.129,-0.15,0.033023,0.098,3.2,23.0,1,CANDIDATE
212,0,1.0,3.96996298,0.06,0,0,320.0,2,76.0,0,-3.27047,7678434,0.37,299.2,0.26,0.184,0.09,0.1,-0.15,0.018305,0.27,1.78,15.04,1,CANDIDATE
213,0,1.0,4.40841331,0.1,0,0,279.0,1,189.0,0,-0.00512,7685981,0.14,549.4,0.1,0.279,0.79,0.18,-0.3,0.025379,0.11,2.66,3.45,1,CANDIDATE
214,0,0.0,7.9426176,1.8125658216588836,1,1,172.0,1,157.0,1,-0.00376,7708215,-3.19,1590.7,0.4253372248165444,0.0,1.46,1.8665610708310096,-0.3,0.046289,0.4760600400266844,4.68,4.238,0,FALSE POSITIVE
215,0,1.0,226.8904775,0.59,0,0,7.0,2,102.0,0,-0.04479,7373451,-0.02,3136.4,0.18,0.631,0.32,0.34,-0.15,0.055361,0.16,4.53,174.7,1,CANDIDATE
216,0,0.0,1.956811408,0.063,0,1,685.0,1,171.0,0,-0.0504,7377033,-0.0729,24905.0,0.069,0.0,1.33,0.01,-0.3,0.327759,0.068,21.58,5.28,0,FALSE POSITIVE
217,0,0.997,2.688899233,0.151,0,0,499.0,1,130.0,0,-0.04095,7380537,0.4959,37492.0,0.068,0.0,1.36,1.56,-0.3,0.172543,0.068,12.04,11.4204,1,CANDIDATE
218,0,1.0,9.439459486,0.253,0,0,144.0,3,152.0,0,-0.56871,7434875,0.121,3036.1,0.075,0.019,0.5,0.007,-0.35,0.048953,0.082,4.16,26.081,1,CANDIDATE
219,0,1.0,11.52306746,0.262,0,0,116.0,1,84.0,0,-0.35535,8349582,-0.401,507.3,0.1,0.003,0.2,0.07,-0.15,0.020288,0.088,3.13,23.181,1,CANDIDATE
220,0,0.0,20.47748843,0.31,0,0,59.0,3,152.0,0,-0.00646,7434875,-0.6,1382.4,0.18,0.287,0.35,0.07,-0.35,0.034376,0.23,2.92,50.0,1,CANDIDATE
221,0,1.0,3.336123113,0.16,0,0,386.0,3,152.0,0,-1.26714,7434875,0.49,516.3,0.12,0.115,0.2,0.1,-0.35,0.020396,0.15,1.74,12.86,1,CANDIDATE
222,0,1.0,8.01078456,0.3,0,0,168.0,3,74.0,0,-0.81818,7455287,-0.43,1333.6,0.17,0.708,0.13,0.17,-0.15,0.03347,0.17,1.72,26.89,1,CANDIDATE
223,0,1.0,12.07134205,0.45,0,0,112.0,3,74.0,0,-0.62623,7455287,0.38,759.2,0.3,0.151,0.1,0.25,-0.15,0.025158,0.48,1.29,21.878,1,CANDIDATE
224,0,0.986,20.99587872,0.3,0,0,55.0,3,74.0,0,-2.16781,7455287,-0.05,767.3,0.7,0.499,0.1,0.28,-0.15,0.025412,0.73,1.3,60.9,1,CANDIDATE
225,0,1.0,7.41113177,0.15,0,0,181.0,1,157.0,0,-1.11985,7458762,0.33,620.5,0.39,0.0,0.77,0.18,-0.3,0.024438,0.42,2.45,16.55,1,CANDIDATE
226,0,0.0,1.000747038,0.209,0,1,668.0,1,179.0,0,-0.08802,7552344,-0.26,1823.5,0.08,0.027,0.75,0.177,-0.3,0.047993,0.086,4.14,4.12,0,FALSE POSITIVE
227,0,0.999,8.884922995,0.127,0,0,153.0,1,106.0,0,-0.40258,757450,-1.771,16053.0,0.072,0.0,0.56,0.071,-0.15,0.114124,0.076,10.51,36.466,1,CANDIDATE
228,0,1.0,8.09888906,0.175,0,0,168.0,1,174.0,0,-0.05387,7585481,0.416,6911.1,0.069,0.0,2.94,0.064,-0.35,0.076211,0.071,8.95,15.8546,1,CANDIDATE
229,0,1.0,10.00653012,0.1,0,0,135.0,1,181.0,0,-0.03089,7663691,-0.07,936.1,0.084,0.175,1.11,0.105,-0.3,0.032174,0.083,3.52,8.17,1,CANDIDATE
230,0,0.635,17.85522168,0.19,0,0,75.0,1,61.0,0,-0.00057,5812701,0.241,9065.2,0.2,0.0,2.57,0.06,-0.15,0.08815,0.29,13.16,19.986,1,CANDIDATE
231,0,1.0,12.73262407,0.216,0,0,110.0,1,560.0,0,-0.67214,8013419,-0.061,6465.7,0.072,0.216,0.97,0.02,-0.1,0.082519,0.073,4.87,31.62,1,CANDIDATE
232,0,0.966,83.92494032,0.178,0,0,18.0,1,118.0,0,-0.17286,8018547,0.384,7958.7,0.072,0.0,0.34,0.096,-0.15,0.086015,0.073,4.78,81.6,1,CANDIDATE
233,0,1.0,5.007316661,0.144,0,0,271.0,1,146.0,0,-0.01675,8039892,-0.014,6932.3,0.068,0.0,1.75,0.349,-0.3,0.077106,0.069,6.96,9.24,1,CANDIDATE
234,0,1.0,2.211116989,0.13,0,0,603.0,5,90.0,0,-0.26585,8150320,-0.08,724.2,0.14,0.212,0.13,0.05,-0.15,0.026289,0.16,1.85,7.83,1,CANDIDATE
235,0,0.997,27.9541337,0.43,0,0,48.0,5,90.0,0,-1.53113,8150320,-0.78,942.5,0.26,0.035,0.13,0.38,-0.15,0.026973,0.29,1.9,55.43,1,CANDIDATE
236,0,0.415,12.69104387,0.13,0,0,108.0,2,117.0,0,-0.52592,11086270,0.17,252.1,0.16,0.115,0.4,0.03,-0.15,0.014487,0.22,2.57,26.076,1,CANDIDATE
237,0,0.228,4.409409243,0.161,0,1,303.0,1,186.0,0,-0.17015,7767559,-0.157,12861.0,0.07,0.0,3.05,0.035,-0.3,0.10287,0.069,10.95,9.6337,0,FALSE POSITIVE
238,0,1.0,16.23947096,0.091,0,0,83.0,3,103.0,0,-0.50283,7825899,0.249,2590.7,0.086,0.0,0.38,0.096,-0.15,0.045252,0.093,4.14,32.1,1,CANDIDATE
239,0,1.0,6.308201629,0.182,0,0,205.0,3,103.0,0,-0.75367,7825899,0.05,1328.5,0.083,0.0,0.28,0.206,-0.15,0.032418,0.091,2.96,16.707,1,CANDIDATE
240,0,1.0,2.052349884,0.078,0,0,650.0,1,70.0,0,-0.11431,7849854,-0.251,14281.0,0.068,0.0,2.01,0.014,-0.15,0.11123,0.071,13.12,7.743,1,CANDIDATE
241,0,1.0,9.7704486,0.08,0,0,135.0,3,78.0,0,-1.57608,7870390,-0.28,1897.8,0.1,0.134,0.14,0.13,-0.15,0.040133,0.15,2.23,31.55,1,CANDIDATE
242,0,1.0,5.169804269,0.12,0,0,256.0,3,78.0,0,-0.86807,7870390,-0.52,1037.4,0.12,0.003,0.11,0.05,-0.15,0.029936,0.15,1.66,17.77,1,CANDIDATE
243,0,1.0,21.22261195,0.11,0,0,64.0,2,71.0,0,-0.29022,5094751,0.257,366.0,0.12,0.0,0.11,0.09,-0.1,0.01746,0.14,2.48,25.344,1,CANDIDATE
244,0,1.0,20.09017037,0.19,0,0,63.0,3,78.0,0,-0.19507,7870390,-0.09,1432.1,0.14,0.538,0.14,0.17,-0.15,0.040437,0.14,2.25,20.2,1,CANDIDATE
245,0,0.999,7.11373257,0.53,0,0,186.0,3,71.0,0,-1.24038,7907423,-0.78,807.6,0.19,0.0,0.13,0.18,-0.15,0.025862,0.18,1.16,24.23,1,CANDIDATE
246,0,0.999,3.306551643,0.75,0,0,398.0,3,71.0,0,-1.85866,7907423,-0.13,509.2,0.11,0.165,0.1,0.14,-0.15,0.020275,0.11,0.91,14.19,1,CANDIDATE
247,0,0.998,15.36845737,0.65,0,0,82.0,3,71.0,0,-3.46872,7907423,-0.56,756.1,0.29,0.002,0.12,0.31,-0.15,0.02471,0.31,1.11,48.38,1,CANDIDATE
248,0,1.0,13.81020318,0.01,0,0,90.0,1,176.0,0,-0.04998,7938496,-0.08,1309.7,0.093,0.775,1.33,0.04,-0.3,0.036595,0.1,4.56,23.2,1,CANDIDATE
249,0,1.0,4.093578461,0.18,0,0,328.0,2,162.0,0,-0.00879,8490993,0.02,538.6,0.11,0.3,0.8,0.1,-0.35,0.026123,0.11,2.85,5.33,1,CANDIDATE
250,0,0.999,105.145959,0.29,0,0,13.0,2,162.0,0,-0.00951,8490993,-1.7,685.4,0.39,0.009,0.96,0.37,-0.35,0.031397,0.26,3.43,34.3,1,CANDIDATE
251,0,1.0,10.8484518,0.155,0,0,122.0,2,676.0,0,-0.92041,8505670,-0.09,1675.6,0.078,0.416,0.44,0.022,-0.1,0.036303,0.086,2.34,28.05,1,CANDIDATE
252,0,1.0,6.66833241,0.19,0,0,192.0,2,676.0,0,-0.37599,8505670,-0.62,362.3,0.17,0.119,0.21,0.23,-0.1,0.018246,0.18,1.18,21.0,1,CANDIDATE
253,0,0.997,4.082274889,0.011,0,0,329.0,1,152.0,0,-0.04715,8544996,0.0027,17859.0,0.067,0.0,2.4,0.018,-0.3,0.121652,0.067,10.55,10.812,1,CANDIDATE
254,0,1.0,3.886655224,0.23,0,0,343.0,1,153.0,0,-0.00527,8552202,-1.09,581.6,0.12,0.0,0.36,1.77,-0.3,0.023262,0.13,1.87,7.47,1,CANDIDATE
255,0,1.0,42.1406089,0.19,0,0,28.0,5,90.0,0,-0.88958,8150320,1.02,895.5,0.33,0.015,0.13,0.17,-0.15,0.026274,0.32,1.85,64.94,1,CANDIDATE
256,0,1.0,4.617490562,0.29,0,0,272.0,5,90.0,0,-1.28222,8150320,0.11,575.8,0.43,0.726,0.11,0.24,-0.15,0.023024,0.43,1.62,12.35,1,CANDIDATE
257,0,0.996,10.19849255,0.38,0,0,119.0,5,90.0,0,-1.9789,8150320,-0.83,634.1,0.73,0.083,0.11,0.39,-0.15,0.024778,0.71,1.75,23.6,1,CANDIDATE
258,0,0.0,5.795063956,1.472,1,0,230.0,1,158.0,0,-0.01519,8180063,0.57,1692.9,0.078,0.0,0.98,1.494,-0.3,0.047975,0.081,4.33,6.137,0,FALSE POSITIVE
259,0,1.0,7.15681552,0.34,0,0,186.0,3,83.0,0,-0.05695,8226994,0.03,867.0,0.14,0.003,0.1,0.23,-0.15,0.026979,0.16,2.47,19.51,1,CANDIDATE
260,0,1.0,17.64830851,0.37,0,0,73.0,3,83.0,0,-6.73701,8226994,-0.72,763.3,0.16,0.607,0.1,0.03,-0.15,0.026581,0.24,2.43,51.1,1,CANDIDATE
261,0,0.957,4.14810719,1.21,0,0,314.0,3,83.0,0,-1.28442,8226994,-1.1,175.2,0.48,0.013,0.04,0.93,-0.15,0.011755,0.63,1.08,12.61,1,CANDIDATE
262,0,1.0,16.51410989,0.07,0,0,76.0,4,111.0,0,-0.11584,8247638,-0.13,973.5,0.15,0.298,0.27,0.18,-0.15,0.028718,0.15,2.72,28.84,1,CANDIDATE
263,0,1.0,30.1329298,0.33,0,0,37.0,4,111.0,0,-0.24901,8247638,-0.4,1015.8,0.16,0.187,0.32,0.2,-0.15,0.03322,0.19,3.14,26.8,1,CANDIDATE
264,0,1.0,4.79090809,0.35,0,0,242.0,4,111.0,0,-0.81528,8247638,-0.21,251.3,0.91,0.945,0.14,0.46,-0.15,0.014349,0.88,1.36,14.19,1,CANDIDATE
265,0,1.0,31.71981013,0.09,0,0,44.0,2,117.0,0,-0.72285,11086270,-0.2,363.4,0.18,0.14,0.49,0.16,-0.15,0.017414,0.2,3.09,50.78,1,CANDIDATE
266,0,1.0,99.6415962,0.12,0,0,12.0,4,111.0,0,-4.06724,8247638,-0.24,952.5,0.19,0.476,0.27,0.07,-0.15,0.027879,0.19,2.64,175.84,1,CANDIDATE
267,0,1.0,4.708326451,0.053,0,0,285.0,1,166.0,0,-0.0443,8255887,-0.088,7912.7,0.07,0.0,2.85,0.046,-0.25,0.080242,0.07,10.6,12.288,1,CANDIDATE
268,0,0.0,16.37198661,7.884,1,0,84.0,1,125.0,1,-3.68654,8256049,3.24,4147.6,0.07,0.0,39.25,7.168,-0.3,8.358793,0.071,540.37,34.5,0,FALSE POSITIVE
